Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
560249,B002UT92EY,A3A462DRF4EXYE,Will Strong,3,3,5,1320537600,No more hairballs.  Happy cats.,"My cats were too young to have serious health problems.  However, they did eat compulsively and throw up (on the carpet) at least once a week even though we fed them the best quality grocery store cat food (Iams).  We switched to Blue Buffalo after the cats flatly refused a transition to raw food.  No more vomiting, no more constant eating, decreased shedding.  They eat less and seem much more contented.  Blue Buffalo may be more expensive, but it is still much less than the vet.  One bag lasts our two smallish cats seven weeks."
310092,B008EM51FA,A2NJ9TJM5CH0L7,Dr. B. D. Massey,1,1,2,1347062400,Too Much Sugar,"The ginger flavor is nice and strong.  The white sugar is excessive.  Nice convenient packages.  Similar to a strong, sweet lemonade."
268357,B0040K41MY,A1DTCJV6KOMJOA,A*,0,0,4,1339632000,Too Sweet.,"I'm a big cereal eater. But as I have gotten older, I have strayed from things that taste cloyingly sweet ... and sorry to say this is one of those cereals that I just couldn't enjoy. I couldn't put my finger on the taste for quite sometime but now I know exactly what this cereal tastes like to me -- Crunch n' Munch. This cereal doesn't have a vanilla taste at all, it seems way too artificial and leaves a slight aftertaste. My husband doesn't agree, that is why I am giving this review four stars. He loves it thought it had a great balance and seemed very different and satisfying from the usual Raisin Brand that sits on our shelf. Another thing of note that we both liked is that this cereal does hold its crunch in milk better than most."
165952,B0009F3SA0,A211QUYR0F2AP5,moskibum,0,0,5,1318809600,Better than Sleepytime,"I grew up drinking Sleepy-time tea. I was convinced it had magical powers when I was a kid that would put me right to sleep. As an adult, I was looking for something with a little more punch. The Yogi Bedtime tea contains St. John's Wart so it does a much better job of relaxing you and helping you fall asleep."
310113,B008EM51FA,A2DVOI8JKKV2QD,Lesclave,0,0,4,1332028800,For ginger lovers,"Makes a quick and tasty hot ginger tea.  I would enjoy it more with about half the sweetness, but that doesn't stop me from drinking it a couple times a day.  One packet could make 2 small cups.  If you don't like ginger, don't bother.  Will also dissolve in cold water, with a bit of shaking, if you prefer."
233293,B007TJGZ4A,A35JRT6JOMA09B,Sharon Boehl,0,0,5,1270166400,Hazelnut,The Hazelnut coffee is the best full bodied and taste of all the coffee We have used
560277,B002UT92EY,AYCY42917J635,J. R. Haigh,0,0,5,1335398400,Quality product,Quality product as one of the best.  The 2012 price increase is not too welcome as I have been ordering also from petfood.com for $38.98 with tax/shipping.  I recommend this cat food to anyone who wants one of the best products on the market.
165934,B0009F3SA0,ATAHPC4N9UPS3,Steven A. Mesa,2,3,4,1255392000,Good but tastes a bit medicinal,The tea works but sometimes I think that it causes me to have strange dreams.
215432,B0014X5O1C,A11L4SBY7NCSZU,"Jennifer A. Wickes ""Food Writer""",0,1,5,1210118400,Natural and Refreshing,"A refreshing alternative to soda, IZZE sparkling juice was a hit by both adults and children at my house.  The flavor was delightful without being overbearing or artificial.  Made with only juice and sparkling water, what a better way to revive yourself after a hot day with one of these!  Would be willing to try again!"
310084,B008EM51FA,A22JKVBASB9V6I,Musashi,2,2,5,1341792000,I was looking for Jamaican Ginger Beer,"I found lots of spicy ginger beers at Amazon, but the best price in the lot was <a href=""http://www.amazon.com/gp/product/B001SB04N8"">D & G, Soda Ginger Beer, 12-once (24 Pack)</a>; while $30 [$45 shipped] for 24 hard-to-find sodas isn't the worst pricing in the world,  it's still not going to be in my budget as an everyday beverage. This stuff is plenty affordable in the 30-count bag, and the flavor is exactly the spicy & sweet combination I remember from my youth in the South.<br /><br />It just arrived today, so I've not had the chance to try it with club soda in place of water, but I expect adding some fizziness will make this drink perfect! Look for an update to this review.<br />UPDATE: almost finished  with bag one, ordering more. Mixing the bag with <a href=""http://www.amazon.com/gp/product/B003SBRS12"">Blue Sky Natural True Seltzer,  12-Ounce Cans (Pack of 24)</a> does make a nice refreshing drink (I mix in a little <a href=""http://www.amazon.com/gp/product/B004WX5J9I"">Tang Orange Powdered Drink Mix (Makes 22 Quarts), 72-Ounce Canister</a> for a citrus-ginger soda), but it's not as close to the Jamaican Ginger beer that I remember as I'd hoped.<br /><br />However, if I add it to store-brand ginger ale, it IS the flavor clone I'd been looking for! Five stars!<br /><br />Further update: There are many recipes foe home-made ginger ale on the web, and the process looks very simple...I'll keep a stock of these packets anyway, but I think I'll try fashioning my own brew this weekend!"
152298,B000LKZD4W,AEO407GROR6JB,"Susan C. McConnell ""Avid reader""",2,4,1,1345766400,Disgusting! Horrible! YOU'VE BEEN WARNED!,"I took one bite of one of these things and had to throw all the rest of them away. The taste is indescribably yucky, sort of sweet yet caustic. The worst part is the TEXTURE! It was like trying to bite through soggy cardboard. Utterly disgusting. I guess if you were trapped in a collapsed coal mine and awaiting rescue and there was NOTHING else to eat, you might choose this over a coal-mine rat, but it would be a hard choice."
549905,B004779XNW,AT997T4MTH9B7,"T. J. Mazzaglia ""Car Junkie""",0,0,5,1346630400,Good as Dunkin's Coffee,"I needed to change up from the coffee that I was drinking due to it being so much money. I tried a breakfast blend but it was so weak I gave the rest away. Decided to give this a try and so glad I did. The taste is right up there with my old favorite Dunkin Donuts coffee and the cost is much lower. I use fat-free half and half and splenda so it does make it alittle weaker, so thats perfect for my taste buds."
549649,B004779XNW,A2EXT8FXO9E24E,"Larry8 ""Larry8""",0,0,5,1344643200,Good Strong Coffee,I found this coffee to be full flavored when brewed at 3/4 cup. Not really bitter at all with a smooth flavor. Not as good as Timothy's World Coffee Rainforest Espresso but pretty close.
152302,B000LKZD4W,AE1ZME0QHI8U,L. Johnson,0,1,4,1189900800,yea - high protein and vegetarian - but a bit bitter,"Kind of bitter. I recommend buying on first in a store before buying a case. But, almost all these strips are such a great portable vegetarian protein snack."
165911,B0009F3SA0,A1N5WTP5SDTLK8,Kara Mae,4,4,5,1220572800,surprisingly effective,I was pleasantly surprised that this tea made me drowsy.  I knew it couldn't be the chamomile because other teas have been useless.<br />I use 2 teabags each night.<br />I enjoy the taste - no sugar needed.
215492,B0014X5O1C,A1YY7D7C8LUOFR,J. Cereck,0,0,5,1295222400,It tastes like the fruit... its not orange.,The Clementine flavor tastes just like the fruit. So many think it should taste like an Orange.. but its not.. I have a Clementine tree in my back yard.
128206,B00014IVPQ,A1BEDDZ1UG0KIN,Saysouda,1,1,5,1255392000,"Great for cleaning face, bursitis, joint pain","Amazon's delivery is super fast.  This stuff is wonderful and smell like the real coconut! Reminds me of the tropics.  I ordered 4 jars of this EVCO and gave some to my mom to try.  She loves it.<br /><br />I have been using EVCO for about a month now and I am very HAPPY with it. I take about 1 TBLSP/day internally; put in my coffee, spread it on my toast.  No only is my enery level up, the pain from my shoulder bursitis is gone. Since I have been taking EVCO, I haven't have to take my medication for my bursitis and joint pain.<br /><br />This is also great to clean my face with at night followed by warm damp cloth.  It makes my skin so soft. I have combination skin and have always been afraid to put anything heavy and oily on my face due to acne breakouts.  I even give some to my dogs and cats and their hair is shiny and soft. This stuff works great!"
88617,B000PMJLJO,ALSW7HGFU3ZRG,Dean Benkowski,0,0,4,1347321600,"Greasy, but good","This is a greasy product, but has good flavor.  The meat is soft, not too salty, and meaty.  I would buy again."
79794,B001IZM92S,A1JR3GSIEDZO3S,greenpinky,0,0,5,1345507200,"naturally sweet, filling & slightly crunch","Satisfying snack. But, they will lose their slight crisp texture and get kinda chewy when mixed with other moist fruits in a trail mix, so keep them sealed & separate."
233273,B007TJGZ4A,A15R1X6HP6TZSI,Mac Riddel,0,0,5,1281225600,Flavorful lighter coffee & great deal w/ Subscribe&Save,"Bought these k-cups on a Friday sale and used the subscribe & save option for an excellent deal on another 50 k-cups.  Haven't tried this flavor before, so it was a gamble since I was going to be stuck with 50 coffees if I didn't enjoy it.  Fortunately, the reviews were correct, this is a good, flavorful coffee.  A bit lighter than I was used too, but that enabled me to use less creamer (Chocolate Toffee) than I normally would need.<br /><br />Amazon shipped this package quickly, all were in great shape, and the k-cups don't expire until next March."
88638,B000PMJLJO,A2ETUPQEBECCVA,JohnC,0,0,5,1280016000,Very good beef jerkey,"I really like this jerkey because it's not too spicy, has a good meaty texture and taste and it's the right size snack for me.  These boxed sets are a good price and I don't have to spend time running to the store and paying extra for them."
165941,B0009F3SA0,A2SU4RICR36W85,Kassi,0,0,5,1336780800,Just amazing!,I take medications that do not allow me to sleep. Instead of adding more prescription medications I was told about this tea. It is all natural which I like because I don't have to worry about side effects with my other medications. My boyfriend is a cop and when he comes in late or leaves early in the morning I don't wake up. I finally found something that helps me to get the deep sleep I need to rest my body. I tell everyone about this tea! It really does work!!
442298,B0030HSFW0,A2QP1A9W3XPGO8,Art,1,1,5,1349222400,No problems here.,Casing were perfect. I didn't find any holes. It was my first time making sausage and didn't have any problems. I would buy again.
549881,B004779XNW,A2EBMYVJAEIK75,Hobo Jan,0,0,5,1350518400,Coffee lover,"I am one of those people who like for their coffee to ""walk and stand alone"". This one does. Great taste, no bitter after taste. Very dark roasted color, smell and taste. It does have backbone. I even put cream and sweetner in a cup to see if ""watered"" down. It didn't. Stayed true to taste and flavor. Oh yeal! I see a lot of this in my future."
215466,B0014X5O1C,A2BCDZO1XQLDH,R. Lanthier,1,1,5,1209254400,Very Good!,"Not sure why this is called Clementine, as there is no Clementine juice in it! It is a very strong citrus flavor, but I like that. Kind of like a strong orangina. Tasty stuff! 70% fruit juice, some vitamin fortification too.<br /><br />I like the pomegranate flavor as well, though it tastes more cranberry to me. If you are expecting the antioxidant rich benefit of the pomegranate, I would look elsewhere as that fruit is the last juice listed. In other words, I doubt there is much POM in there!"
442307,B0030HSFW0,AANX7DKV2GKAW,happy face,1,1,5,1330473600,nice (*^__^*),is a very good deal . and yummy at the same time. a huge big AWSOME for the saler . i just love it III and the sausage is really good II
268228,B0040K41MY,A3HAA7H8PBVM78,Joseph Oppenheim,0,0,4,1338854400,Good tasting and pleasantly crunchy,"Tasted good right out of the box and also with milk. Not too sweet, pleasantly crunchy and reasonably nutritious. Extremely young kids liked it instantly right out of the box, along with adults. It works as both a snack and as a centerpiece for a meal with milk, especially breakfast."
165939,B0009F3SA0,A1EJKH7JZ85BN4,Daniel,0,0,5,1340496000,Love the Taste!,"Drinking tea usually helps me relax anyways so I can't speak to its Bedtime abilities. However, I do enjoy the flavor immensly! It has a real earthly and spice flavor."
79815,B001IZM92S,A2VIQLU57RMFGG,"Bryan C ""Alibryan""",0,0,5,1325203200,Dried Apples,I get these bags for my rabbit to supplement her diet of hay and pellets. She gobbles them<br />up every day. I haven't tried them myself but who cares. She loves them and I will continue<br />to get them for her. Enough said.
165609,B001QE7J2G,A9C2OUHUVNQWR,elfwicket,1,1,5,1323302400,loving the new dog food,"I used to buy one of those Purina brands for both my dogs which was fine at first. Then after a friend told me about this product I looked around a bit more and decided to give this one a try. If any of you own a pug, you know how stinky their farts could get! After eating this one for a while, my pug seems to have less flatulence problems or at least far far less smelly ones. I could also feed them a little less in order to maintain their proper weight as opposed to the other brands, it had too much filler. My pets seem to be much happier, more energetic, much healthier looking, and have less smelly farts."
549717,B004779XNW,A284MZZ9TQRKTI,peanut74,0,0,5,1321574400,Big Bold Flavor!,"If you want a good strong flavorful coffee, this is it.  Emeril's Big Easy Bold is also good, but I like this blend better.  Don't buy this if you don't like it strong, though.  You will be disappointed"
540268,B0006SDRRE,A2L31IXBIAQHDU,"Nancy E. Bathurst ""keegan's gram""",0,0,5,1163030400,Absolutely the Best,"I have been drinking Market Spice Tea for over 15 years - that is, whenever I could find it.  I was so excited to learn I could get it through Amazon. It is like no other I have found.  Everything else pales by comparison!"
88654,B000PMJLJO,A1SQEQG5FGZA82,Bolo,0,0,4,1240185600,Great snack for the cost,Not greasy like the typical gas station or convienence store sticks. These are meaty and very tasty. The 2 oz packs are a great size for a snack. The sodium level is a bit high but they are defitnetly one of the better beef jerky sticks available. I bought both the peppered and the hickory but I like the peppered better.
233166,B007TJGZ4A,A33KWJ9W35VDE3,Ed F,0,0,5,1332720000,great coffee,Gloria Jeans has a great product of Hazelnut flavored coffee.  The product is liked by all my colleagues.  The transaction via Amazon was prompt and efficient.  Will buy again from Amazon.
165545,B001QE7J2G,A1QF9W9CQV99HK,"R. Sims ""Birdy...""",0,1,5,1194307200,How much for shipping???,"This food is great. My German Shepherd does well on only 2 cups a day of the all stages formula.<br /><br />I've had a hard time finding it in my area as this is a smaller town. I am excited to see it available here but no where can I find out how much it costs to ship a 40lb bag?<br /><br />Amazon doesn't seem to have a ""contact-us"" option either, so until I can find out how much they charge for a 40 pound bag I'll just have to do without.<br /><br />If anyone can tell me what the shipping was on their bag I'd love to know.<br /><br />Thanks,<br /><br />Birdy..."
165950,B0009F3SA0,ACANXKE0K2TOO,bonifaceboniface,0,0,5,1321056000,Bedtime is Greattime Now,"Yogi Bedtime Tea totally crushes Celestial Seasonings' SLEEPYTIME tea.  I've tried both and the difference is amazing.  I have awakened at 3:00 am on some nights, made a cup of YBT and fell back asleep within 15 or 20 minutes.  It works everytime, so I take a cup of it every night about one hour before hitting the sack.  TRY IT!!!"
165524,B001QE7J2G,A3UXZ217EKX3AE,HerRoyalFlyness,0,0,5,1295827200,Two Paws Up!,"The adoption worker at our local humane society recommended this product because it is grain free and high in meat content.  Our dog loves this food.  We have a relatively small dog who is still in his puppy stage, and the kibbles are the right size.  It is a bit pricier than the supermarket brands of dog foods, but we think our dog's health is worth the extra minor investment."
79778,B001IZM92S,A27BRQ3HD18EEL,"R. Floyd ""rfloyd""",1,1,5,1326499200,Pretty Fantastic,"Wow!  Just got my first shipment.  I can't believe they taste this good, are organic, have no sugar added, and are so affordable.  I've already submitted another order."
79845,B001IZM92S,A34MFJ43VG3AHG,jb,0,0,5,1257724800,Best Ever,"Huge dried fruit consumer - this product is by far the best crunchy dried apple I've ever had.  Often dried fruit loses the underlying flavor.  With this stuff you can taste the apple, that's how good it is."
128179,B00014IVPQ,A3CH74P2NU093X,Mrs. DT,3,3,5,1296345600,LOVE IT,"I love that the shipping of this product was within the time limit, and it arrived fresh and it smelled to good. i use it on hair, mix it with shea butter for the body and hair actually. TIP: if you melt shea butter and add coconut oil to it and put it freezer overnight(so it won't be grainy) it will stay softer, i think because the coconut oil is not as solid as the shea. Also i use some coconut oil in my rice, sooo good."
79766,B001IZM92S,A7P8N1FPZ7DZ3,J. Hatfield,3,3,5,1320364800,A Quality Product,"A very good tasting dried apple. They retain the Fuji flavor and are quite sweet. I mostly use them in my cooked cereal and they plump up nicely and add a nice flavor. They are cut thinner and are more crispy and less chewy than the dried apples I used to take on camping trips, but with the lower moisture content they are more economical. The apples are well packaged and should stay fresh for a long time unopened. I have had no trouble keeping the opened package fresh by folding over the top of the original package and placing it in a gallon size freezer bag. I am on my second order and signed up for a subscription (additional discount and free shipping)."
165936,B0009F3SA0,A16P4CX2MW3R8J,S. J. Martin,0,0,5,1346544000,"Good tasting, effective bedtime tea","This is my favorite bedtime tea. I used to use Sleepytime, then Sleepytime Extra, but this product is better tasting and more effective for making me drowsy. The ingredients also appear to be higher quality. It has a pleasant flavor similar to chamomile but with other herbs added."
560288,B002UT92EY,A18TO4MRVHZ5AY,L. B. Simons-Lane,5,13,1,1282694400,"My cats loved this, however, beware","My cats loved this, but when I was dishing it out one day I found a piece of rubber in one of the food pellets.  It might have been just a fluke, but I can't take the risk that there might be more.  I threw out the rest of the bag after that."
88646,B000PMJLJO,A3VZIFXZ64ABCE,"Steven B. Mills ""tread""",0,0,4,1258761600,better than the rest,peppered beef steak tastes better than other flavors offered by Jack Links......i actually have only tried the kc bar-b-q. but the other reviews say this flavor tastes the best.
152295,B000LKZD4W,AN7TFQ6TWUC9I,Charlotte Bronte,1,2,5,1265500800,Yum Yum,"Upon receiving these, I was very surprised regarding such good packaging of the product, but upon eating it was amazed. This vegetarian product is one of the nicest I have had the pleasure to enjoy for quite a while. I cannot compare this to the real thing, since I have never tried the real thing, but if this is not acceptable to vegetarians, vegans and non vegetarians, I would be most surprised."
549685,B004779XNW,AMFVLGQSV1X3R,David Stynchcombe,0,0,5,1332806400,Best Coffee Ever!,Green Mountain Dark Magic is delicious coffee! I love starting my day off with this coffee. I highly recommend you try this coffee.
310103,B008EM51FA,A3FDIDWWKXTTS8,Shelia Brannum,0,0,5,1350604800,Ginger Crystals,The instant Ginger Honey Crystals are great. I love them. When I feel like a cold is coming on I have a hot cup and it works wonders and makes me feel better.
233365,B007TJGZ4A,A118X15UYPECN6,"Leslie D. Frey ""Leslie Frey""",1,1,5,1267315200,Dave's Review of Gloria Jean's Hazelnut Coffee,I have been using this coffee since purchasing my Keurig B60 brewer. It is a great tasting flavored coffee which I start my day with. I drink anywhere from 2 to 5 cups a day depending on what I'm doing. I spend 6 to 10 hours a day on the internet marketing and the coffee helps me get through the day. I highly recommend this coffee for anyone who likes a great cup of delicious coffee.
233337,B007TJGZ4A,AIC7Q6JH3HACU,CurlySou1,2,2,1,1304899200,Something went TERRIBLY wrong!!!,"I received this Gloria Jean's Hazelnut coffee this weekend; the same brand from the same location I've always gotten it (in fact, its a Subscribe and Save order).  I went to make coffee this morning and almost all the coffee grinds came out of the pod.  I thought it may have been a fluke so I tried 2 more times...both times with the same result.<br />To make sure it wasn't my Keurig I tried a different brand of coffee that I had at home and it worked fine, no coffee grinds at all.<br /><br />I don't know what happened, but this lot of GJ Hazelnut is NOT GOOD!!!"
549670,B004779XNW,AFE275TD1871Q,Tangible,0,0,5,1337126400,"Don't believe ""best value""","This coffee is my favorite. Amazon offers many box sizes, at various prices. The one currently marked ""best value"" is from an unknown third party, and is actually one of the most expensive. Shop carefully."
501061,B000YVGMZW,A2T875QZZMQ70L,Soccer lover,9,9,5,1264809600,Quality and taste,"This really is the best tuna on the market, hard to find tuna like this in stores and really hard to find tuna in olive oil.  Great for sandwiches and salads but really hard to beat the quality and comparing to the specialty store in my area that sells at twice the price this is a value.  Much better than the Progresso brand we bought a few months ago, just more consistent."
233175,B007TJGZ4A,A2B7S65DT5K1Y0,M. Draper,0,0,5,1326412800,My Favorite Keurig Coff,I dont know who this Gloria Jean is but I sure love her coffee beans.  This is hands down my personal favorite coffee.  I drink it everyday and never get tired of it.  Give it a try!
165636,B001QE7J2G,A15A2KHW0KHJ8D,James Archer,2,3,1,1277596800,serious diarrhea - I would like to rate even lower,"I am very involved with dog rescue - in fact I am a founding board member of a large and active rescue group that adopts 500 or more dogs per year while keeping very high standards with the placement standards.  We (as a dog rescue) have used Canidae for years and recommended it to many adopters, but recently we (personally) have seen problems with our dogs', as well as dogs throughout the rescue, stools.  We have had many cases of serious diarrhea, and when talking to local Veterinarians we use, have found that many have seen recent issues with Canidae causing their client's dogs to have similar diarrhea as we have experienced.  I know Canidae has in the past changed their formula causing problems and it appears to have happened again.  It is a shame because we have had good success with the food, but we (both personally and as a dog rescue) will no longer use this product."
268252,B0040K41MY,A31RNXQHD106YY,"Stephen O. Murray ""Stephen O. Murray""",1,2,3,1338508800,"Could be worse, should be better","I must start by stipulating that my body is gluten-tolerant and sugar-intolerant (adult-onset diabetes). 7 Grams of sugar in a 30-gram (2/3rds cup) serving size is IMO too much for a healthy cereal. And unless one is gluten-intolerant, gluten (a protein that is what makes grains nutritious) is a good thing. Sticking to objective matters, the vitamin content listed is 0%, 0%, and 0% of the official minimum daily requirement, and I presume if more were listed there would be more 0%. The exception is iron, with 4% (contrast the 45% from Special-K),<br /><br />Also leaving aside the rather loose legal requirements for labeling something ""organic,"" the list of ingredients does not strike me as particularly healthy, beginning with cornmeal and sugarcane juice (called ""cane juice""). I wonder what ""organic molasses"" is, while doubting it is a health(y) food and wonder what ""natural vanilla flavor"" is. I'd bet that there is little real/organic vanilla in the mix! I'm not sure what the protein source is, probably some quinoa, but the 2 grams (/30) is respectable.<br /><br />Turning to the highly subjective matter of taste, the vanilla flavor comes through, particularly in the variant on Sugar Pops, one of the three disparate textures included, along with flakes (texturally like Corn Flakes, and small textureless bits. This is the order, from top to bottom, that the textures separated out on the way to me.<br /><br />I liked Sugar Pops when I was a child (but put away childish things when I ceased being a child). The Nature Fresh pops taste sweet, though less sweet than I remember Sugar Pops tasting. I already said that the vanilla ""flavoring"" comes through. Some complain of an unpleasant vanilla aftertaste but I did not experience that. To me the taste was OK with no aftertaste.<br /><br />I don't see any reason for anyone who is gluten-tolerant to buy the expensive (and to me pretentious) sugarcane and cornmeal (these are the the main ingredients, though the list of ingredients also includes currently fashionable quinoa and flax seeds) mix of textures. There are breakfast ""cereals"" with organically raised components that are more nutritious and no more expensive.<br /><br />(I severely doubt that a box of Crunchy Vanilla Sunrise with provide any real persons 10 servings. ""Serving sizes"" are generally suspect, but for breakfast foods the usual one is a cup. Given that the pops that are tops or at least rise to the top have a lot of air in them, claiming the serving size is 2/3rds of a cup is particularly disingenuous.)"
560283,B002UT92EY,A3QKRKODKBN4Q1,Layla B.,0,0,5,1312934400,No more throwing up or hairballs!,"What a relief! After almost a full bag between 2 cats, neither has thrown up since starting them on this food. I had started feeding them wet food around January because one of my cats had crystals in his UT. The vet recommended very expensive dry food (which was meant to make the cats very thirsty therefore would drink a lot of water which helps dissolve the crystals) Anyway, I ""googled"" the whole crystal thing and found that wet food can also help with crystals in the UT. For about 6 months they had nothing but wet food, and never drank a drop of water from their dish! I was amazed, and the crystals in the UT cleared up. Then, about 2 months ago they both started to throw up. I thought of a few different reasons, but could never come up with a conclusion. I had originally been feeding them Blue Buffalo dry food for many years, but not the Wilderness kind. I thought I'd check it out, read the reviews and found others had some success with this food and helped with not throwing up and hairballs. I AGREE!! The cats love this food, but they aren't that picky either. I'm ordering my 2nd bag today!"
79772,B001IZM92S,A3UVT08IJ0E7O0,S. Caplan,2,2,5,1245974400,Great HEALTHY snack,"Great product. No fat. All natural, nothing added. Great crunch and taste! Favorite company by far!"
268317,B0040K41MY,A3GK1O5S6188AJ,Amy Willingham,0,0,4,1342656000,Crunchy & Sweet,I really did like this one for it has my two favorite things when it comes to a cereal: Crunchy & Sweet. I didn't think the flavor was too overdone and I could taste the vanilla just fine. In fact I tend to eat cereal with soy milk and sometimes even vanilla soy milk so I really got a huge shot of vanilla. My hubby really liked it as well and he tends to like super sugar sweet cereals and thought this was just right maybe not even sweet enough for him. This might not be for everyone since people tend to like different things but I everyone in my home really enjoyed it and so might you.
501094,B000YVGMZW,AQYYA7XI6ZRO1,J. Durren,1,1,5,1296432000,"Sorry, Charlie","Given the choice, I'd eat tuna packed in olive oil pretty much every day. Alas, mercury levels say it is not to be. Still, with a few crackers it makes an excellent lunch to keep in case of emergency at the office. Add half an avocado if you're feeling extra-festive. Don't keep that part at the office, though. Also excellent over pasta, perhaps with some lemon and capers or a few olives.<br /><br />This tuna is just salty enough to be tasty with nothing added, moist, and most cans consist of fairly large chunks. Some cans have smaller, shreddier bits, but on the whole it's of excellent quality.<br /><br />I had consistently purchased the Genova brand at local shops, but with Subscribe and Save, Amazon offers a better price. And you definitely can't beat the convenience."
88639,B000PMJLJO,A2OBDNQ5ZYU1L8,"Diana De Avila ""MS Gkygrl""",0,0,4,1279411200,"Thick and chewy, not traditional jerky but delicious nonetheless","I am in search of a good jerky and just had to try these.  I guess I paid little attention to the label ""Beef Steak"" versus beef jerky.  These pieces are thick and chewy and very peppery (in the original flavor).  I [personally find that I have more of an affinity to the regular, thinner sliced jerky over these ""beef steaks"" ... but we bought two boxes and are certainly enjoying them.<br /><br />These 2-ounce packs are filling, packed with protein and provide a great mid-day energy boost.  They travel well and the Jack Links brand has not let us down.  With so many varieties, we will be trying more.  These were a pleasant surprise and were different.<br /><br />Keep in mind that this is a thicker cut, 2 oz packs have 1280 mgs of sodium per serving.  Quite a lot!  Also, keep a toothpick or dental floss nearby, you'll need it!<br /><br />Very enjoyable nonetheless."
549898,B004779XNW,A35XQBEXZND824,Brandon,0,0,5,1347926400,Pretty good stuff,"I think a lot of the coffee the Keurig makes is kinda weak, but this stuff is the way I like it! Good flavor and it's strong!!!"
549821,B004779XNW,A3CDL81ZM520R9,C. Skiffington,0,3,2,1270425600,ok slow shipping though,I order this for my brother-in -law as he likes this coffee but the shipping on it was very slow it took longer than I thought it would.
442313,B0030HSFW0,A3BXC0TUKI5F96,ONExLOSTxSOUL,0,0,4,1337472000,easy to get,"i ordered these because they are easier to get then to drive to around town looking for them, when i opened the pack it had a horrible smell i mean i know what they are but every other brand i buy don't smell also when i went and soaked a few test cases 1-2 looked normal and 1-2 looked like it was still dried out and that was after about 2 hours of soaking because i thought it was just dry still but no that's just the way it looks anyway they taste fine worth a try but im still going to buy another brand next time to see if there any better"
233162,B007TJGZ4A,A1E1YEAS7OU3QF,"Marilee ""Mare""",0,0,5,1335052800,Gloria Jeans Hazelnut K cups,"I absolutely love this k cup coffee,i've tried quite a few k cup flavors and always return to Gloria Jeans Hazelnut. You can't purchase it for less anywhere, that's a plus. Guests who prefer regular coffee not flavored comment that it's very enjoyable, not overpowering. Thanks for making these k cups available."
560238,B002UT92EY,A3SJAFBSEP4S1D,Sarah G,18,18,5,1273968000,Cats love it!,My cats love this food! They are maintaining healthy weights and look wonderful with soft shiny coats and clear eyes. I highly recommend this food. This food may cost more than grocery store brands but you are getting real food into your cats and you will actually feed them less and they will be healthier.. also feeding them less means less poops! Important when you have multiple indoor cats ;)
88630,B000PMJLJO,A89SUO04NLQTD,Abdo,0,0,1,1300320000,Bad Service,I bought 2 Jack Link's Beef Steak pack of 12. One of the two packs was open and had only 11 Beef Steaks. Also the meat is very tough to chew unlike when you buy from grocery stores.
540239,B0006SDRRE,A76G8OLR0IWSQ,Merrilyn,0,0,5,1256342400,the last tea you will ever want to drink,"This tea is so awesome.  Perfect blend of cinnamon and orange in black tea.  I had gotten some from my daughter-in-law for Christmas one year.  She lives in Seattle.  So everytime I went back I bought at least 10 boxes.  I drink it everyday, yes even in our hundred degree weather in Phoenix. I was so excited when I found it on Amazon.  So now I order it 50 bags at a time.  I store some in a glass jar in the refrigerator and the rest in the freezer.  Bring it out for guests, they will love it and sit down and enjoy a cup for yourself."
501122,B000YVGMZW,A591B9XSUG2NR,R. Birnbaum,2,15,5,1306972800,Terrific Tuna for the Americas,"Wonderful taste for twice-a-week consumers,great taste for us regular American gals=non-fussy,conservative for the majority of Americans....Tuna keeps us able to function-regardless of whether we're actresses or pipe fitters...keep that realistic food coming...keep your arugulas for the nut job metrosexual lefties of the metrosexual nut jobs...real ,realistic Americans need meat and variety....Mexican guys will side with this..."
88656,B000PMJLJO,AZYMD9P9F9UZ6,W. Coombe,0,0,5,1239148800,Good Jerky,"I like the peppered flavor a lot better than the original or plain, it does have a good cracked pepper flavor. I also think the quality is better than most other brands that I have tried. I like the 1 oz. packages and great value compared to buying individually."
501088,B000YVGMZW,A3BIWI671GGWKQ,J. Woodall,2,2,5,1255651200,"Great Tuna, Fast Shipment","My wife and I took a trip to Europe and she fell in love with Tuna in olive oil.When we got back home, there were not many places to find it and if we did it was really expensive. We found this Genova tuna online and ordered right away. It was at our house within 2 days and ended up costing about the same price as a regular can of tuna at the store. This is a great deal!"
79790,B001IZM92S,AGL16UI9DBAIN,La,0,0,5,1346630400,Fiji apples chips are crispy and naturally sweet,"Love these dried apple snacks- no added sugar. As expected, the Fiji apples ones are crunchier and sweeter than the Granny Smiths. But they tend to crumble more- wish they can packaged in the resealable bag like the Granny Smith variety! Much better price ordering in this bulk size- they do not last long since they are so tasty!"
268243,B0040K41MY,A1B05INWIDZ74O,M. A. Ramos,0,0,4,1338422400,A Crunchy Vanilla Treat,"I found it as a sweet treat and with 7 grams of sugar it is no wonder. This cereal list a long list of ingredients that include whole corn meal, evaporated cane juice and  molasses. The box only seems to highlight two main points; that the cereal is Gluten-Free and organic. But there is also an appropriate warning that it is produced in a facility that uses peanuts, tree nuts and soy. I only added milk to the contents of the box and enjoyed the vanilla flavor and did not notice an aftertaste. I liked that it stays crunchy while in milk. This is not a cereal I would eat every day but as a treat. I would eat this again but I would not seek it out."
